real_time,TIME_SINCE_MARK,CURRENT_STAGE,ALTITUDE_ASL,DOWN_RANGE,SPEED_SURFACE,SPEED_ORBITAL,MASS,ACCELERATION,Q,AO_A,AO_S,AO_D,ALTITUDE_TRUE,PITCH,GRAVITY_LOSSES,DRAG_LOSSES,STEERING_LOSSES,DELTA_V_EXPENDED
34.65079365,32.35996914,9,1858.661154,48.2779361,114.9297889,459.0215379,505.0921034,1.483176352,6690.376393,-1.514877766,0.321557394,1.548436418,1760.184927,84.30409546,38.40602033,0.039327488,372.2616385,431.4504816
34.88492063,32.57996893,9,1884.496937,50.21287568,115.9866331,459.5235867,504.554048,1.485366894,6793.868816,-1.507635406,0.330539459,1.543360326,1785.927442,84.19037476,38.95973284,0.040362828,374.4055982,434.6549377
35.11904762,32.79996872,9,1910.560922,52.22235332,117.0478609,460.0340682,504.0160726,1.487111439,6898.172744,-1.500632276,0.337981828,1.538076506,1811.897888,84.07540588,39.51770159,0.041393797,376.540682,437.8626902
35.3531746,33.01996851,9,1936.853748,54.30796933,118.1135024,460.553045,503.4779981,1.489165956,7003.22634,-1.493094886,0.34532775,1.532378351,1838.096949,83.95965576,40.07992205,0.042420327,378.6681674,441.0757009
35.58730159,33.2399683,9,1963.376333,56.47134252,119.1841673,461.080788,502.939958,1.491347723,7109.155357,-1.483886526,0.353796103,1.525376271,1864.525244,83.8440155,40.64639209,0.043442349,380.7871032,444.2925474
35.82142857,33.45996809,9,1990.129474,58.71423917,120.2595081,461.6171253,502.4019216,1.49321279,7215.871485,-1.472621312,0.3638163,1.516768505,1891.183849,83.72886658,41.21710744,0.044459798,382.8979281,447.5138835
36.05555556,33.67996788,9,2017.113876,61.03800734,121.3394882,462.1619264,501.8639585,1.495109011,7323.381509,-1.458469477,0.375188797,1.505812767,1918.073387,83.615271,41.79206385,0.045472613,385.0002423,450.7390367
36.28968254,33.89996767,9,2044.330236,63.44405997,122.4238642,462.714956,501.3259367,1.497056853,7431.60878,-1.441246797,0.387478502,1.492326128,1945.194627,83.50365906,42.37125566,0.046480742,387.0948378,453.9691471
36.52380952,34.11996746,9,2071.779502,65.93405099,123.5135795,463.2763851,500.7879423,1.499256229,7540.695127,-1.421472188,0.399542219,1.476491043,1969.034906,83.39400024,42.95468147,0.047484139,389.1813255,457.2035356
36.75793651,34.33996725,9,2099.462541,68.50922093,124.6086312,463.8460133,500.2498869,1.501451445,7650.597586,-1.399639261,0.410341692,1.458420321,1998.48768,83.28613586,43.54233966,0.048552528,391.2602776,460.4430142
36.99206349,34.55996704,9,2127.380074,71.17070779,125.7078951,464.4233003,499.7119192,1.503291575,7761.212638,-1.376500137,0.41924175,1.4388178,2027.956957,83.17963257,44.13422432,0.049738221,393.3307175,463.6859794
37.22619048,34.77996683,9,2155.532873,73.91991749,126.8121587,465.0084249,499.1739286,1.505257832,7872.573111,-1.353074046,0.426364866,1.418489907,2056.013235,83.07351074,44.7303322,0.050919122,395.3934961,466.9337474
37.46031746,34.99996662,9,2183.921802,76.75822663,127.9219048,465.6015594,498.6358274,1.50770933,7984.726784,-1.329587662,0.431793916,1.397881916,2084.305246,82.96753845,45.33066183,0.0520952,397.4490285,470.1869741
